Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1943,8.3,0.32,0.32,3.8,0.067,5.0,13.0,0.99576,3.27,0.58,11.4,5
1944,8.9,0.42,0.42,3.2,0.085,21.0,50.0,0.9987,3.5,0.72,12.0,6
1945,6.1,0.52,0.18,1.8,0.076,26.0,52.0,0.9934,3.34,0.54,12.9,6
1946,5.6,0.48,0.02,2.1,0.063,7.0,15.0,0.9958,3.65,0.54,10.3,5
1947,7.0,0.67,0.02,2.7,0.08,15.0,88.0,0.99745,3.34,0.68,10.2,7
1948,10.0,0.24,0.42,2.1,0.086,6.0,25.0,0.9986,3.21,1.02,10.0,7
1949,8.7,0.32,0.33,3.8,0.077,13.0,47.0,0.9936,3.32,0.77,12.8,7
1950,11.5,0.28,0.53,2.0,0.089,6.0,15.0,0.9983,3.19,0.62,10.1,6
1951,7.9,0.56,0.21,2.5,0.086,21.0,59.0,0.99656,3.1,0.7,9.8,6
1952,6.6,0.83,0.04,2.1,0.052,3.0,16.0,0.99854,3.56,0.56,9.6,5
1953,13.3,0.49,0.49,3.2,0.084,6.0,19.0,1.0021,3.3,0.68,11.3,5
1954,7.5,0.55,0.02,2.6,0.0819999999999999,16.0,87.0,0.99765,3.36,0.92,10.9,7
1955,6.8,0.84,0.21,1.8,0.084,32.0,48.0,0.9959,3.35,0.54,10.8,7
1956,7.3,0.68,0.01,2.6,0.092,27.0,53.0,0.99562,3.1,0.7,10.3,6
1957,7.9,0.31,0.49,1.9,0.0969999999999999,41.0,110.0,0.9976,3.31,0.54,9.2,5
1958,11.6,0.33,0.49,1.8,0.07,7.0,47.0,0.9992,3.08,0.57,10.9,5
1959,7.3,0.18,0.4,2.1,0.066,6.0,20.0,0.99334,3.36,0.97,12.5,6
1960,8.8,0.54,0.24,2.1,0.061,22.0,81.0,0.9974,3.22,0.54,9.2,5
1961,8.0,0.32,0.44,1.7,0.05,4.0,9.0,0.9958,3.3,0.44,10.7,6
1962,5.2,0.34,0.08,2.4,0.071,7.0,18.0,0.99374,3.68,0.72,11.0,5
1963,10.0,0.24,0.24,2.2,0.062,6.0,28.0,0.99761,3.18,0.79,11.0,7
1964,7.3,0.58,0.25,2.0,0.104,15.0,47.0,0.9963,3.24,0.58,10.9,5
1965,9.4,0.43,0.33,1.7,0.069,19.0,66.0,0.99732,3.33,0.62,9.5,5
1966,6.4,0.765,0.0,1.6,0.067,10.0,31.0,0.9971,3.59,0.56,9.4,5
1967,9.6,0.41,0.5,2.2,0.213,19.0,32.0,0.99787,3.04,1.08,9.7,6
1968,6.2,0.43,0.24,2.5,0.065,25.0,46.0,0.9934,3.37,0.84,11.9,7
1969,6.7,0.82,0.07,1.8,0.074,30.0,70.0,0.99498,3.39,0.5,9.7,6
1970,8.2,0.63,0.31,2.6,0.084,17.0,81.0,0.9968,3.23,0.52,9.5,5
1971,9.2,0.28,0.54,5.6,0.061,6.0,18.0,0.9957,3.22,0.67,11.4,5
1972,7.3,0.68,0.21,2.1,0.071,25.0,105.0,0.9974,3.29,0.49,9.5,5
1973,7.5,0.66,0.1,1.7,0.105,9.0,24.0,0.99546,3.29,1.18,10.3,6
1974,6.6,0.58,0.0,2.0,0.064,17.0,43.0,0.99626,3.2,0.48,10.5,5
1975,7.6,0.42,0.33,1.75,0.078,32.0,48.0,0.99628,3.2,0.77,10.4,6
1976,10.8,0.28,0.49,2.2,0.118,6.0,28.0,0.9976,3.22,0.77,11.8,7
1977,10.0,0.41,0.46,2.2,0.081,14.0,29.0,0.9982,3.21,0.7,9.9,6
1978,6.6,0.96,0.0,1.9,0.096,15.0,36.0,0.9978,3.51,0.53,9.5,5
1979,6.1,0.36,0.14,1.7,0.077,13.0,27.0,0.99514,3.36,0.59,10.4,5
1980,10.6,0.5,0.49,2.4,0.066,15.0,47.0,0.9987,3.22,0.7,10.4,7
1981,8.4,0.49,0.13,2.5,0.0969999999999999,34.0,69.0,0.9962,3.19,0.59,9.4,6
1982,10.1,0.56,0.24,2.6,0.079,6.0,24.0,0.9984,3.28,0.93,10.0,6
1983,6.0,0.7,0.0,1.75,0.0409999999999999,6.0,12.0,0.99258,3.61,0.59,9.4,5
1984,11.9,0.39,0.49,2.6,0.085,29.0,62.0,1.0001,3.09,0.68,10.4,6
1985,7.2,0.5,0.34,1.8,0.0819999999999999,29.0,66.0,0.99694,3.48,0.77,9.7,7
1986,7.7,0.6,0.26,2.9,0.079,25.0,65.0,0.99631,3.26,0.53,9.3,7
1987,6.9,0.735,0.06,6.2,0.095,16.0,37.0,0.9955,3.39,0.82,10.2,7
1988,6.7,0.84,0.04,1.6,0.063,6.0,18.0,0.9955,3.59,0.48,10.6,6
1989,8.1,0.49,0.33,2.8,0.074,25.0,60.0,0.9972,3.22,0.63,9.5,6
1990,10.9,0.31,0.43,1.7,0.104,4.0,12.0,0.9985,3.15,0.82,9.4,6
1991,10.9,0.29,0.47,4.5,0.0559999999999999,8.0,16.0,0.99519,3.29,0.68,11.7,7
1992,5.0,0.32,0.0,1.9,0.044,8.0,18.0,0.99235,3.78,0.73,12.4,6
1993,6.7,0.67,0.08,1.75,0.0559999999999999,15.0,21.0,0.99352,3.48,0.6,11.8,6
1994,8.4,0.69,0.05,2.8,0.0819999999999999,20.0,49.0,0.9988,3.35,0.54,10.8,5
1995,8.3,0.56,0.24,2.4,0.077,5.0,10.0,0.99444,3.34,0.59,11.5,6
1996,7.7,1.18,0.21,2.0,0.0819999999999999,7.0,35.0,0.9972,3.27,0.48,9.7,5
1997,9.2,0.61,0.17,2.9,0.11,11.0,45.0,0.9994,3.15,0.59,9.7,5
1998,8.7,0.43,0.4,2.2,0.079,32.0,44.0,0.99526,3.31,0.77,10.5,6
1999,7.0,0.55,0.15,2.8,0.107,23.0,58.0,0.9973,3.44,0.48,9.5,5
2000,7.5,0.57,0.02,1.9,0.0559999999999999,3.0,8.0,0.99564,3.36,0.46,10.6,5
2001,8.9,0.41,0.45,4.6,0.0559999999999999,15.0,34.0,0.99652,3.1,0.59,11.7,6
2002,8.1,0.38,0.42,2.7,0.096,12.0,49.0,0.9968,3.1,0.73,9.5,6
2003,6.0,0.53,0.0,1.7,0.0579999999999999,6.0,14.0,0.9958,3.4,0.58,10.8,6
2004,6.9,0.59,0.01,1.5,0.0819999999999999,8.0,19.0,0.99362,3.48,0.56,11.3,5
2005,7.1,0.6,0.08,2.7,0.08,32.0,74.0,0.9972,3.47,0.62,9.6,5
2006,8.0,0.725,0.08,2.5,0.084,31.0,72.0,0.99685,3.35,0.52,10.0,6
2007,7.0,0.55,0.24,2.5,0.077,20.0,84.0,0.99552,3.43,0.64,10.0,7
2008,8.7,0.46,0.24,2.1,0.109,3.0,15.0,0.9966,3.15,0.66,9.6,5
2009,8.5,0.5,0.49,2.4,0.094,12.0,39.0,0.9978,3.31,0.61,9.0,5
2010,8.4,0.48,0.31,2.2,0.072,11.0,50.0,0.99364,3.31,0.56,12.3,7
2011,14.3,0.645,0.49,2.2,0.074,6.0,19.0,1.00315,3.24,0.75,10.0,6
2012,10.4,0.43,0.24,2.6,0.087,27.0,61.0,0.9988,3.24,0.6,9.2,6
2013,8.2,0.54,0.24,2.8,0.086,26.0,71.0,0.99613,3.31,0.58,9.1,5
2014,11.6,0.38,0.55,5.5,0.0969999999999999,15.0,33.0,0.9996,3.3,0.77,9.6,6
2015,7.0,0.5,0.57,2.1,0.073,24.0,52.0,0.99605,3.43,0.67,11.2,6
2016,8.1,0.64,0.22,1.6,0.1159999999999999,5.0,19.0,0.99828,3.27,0.58,9.7,5
2017,7.8,0.55,0.14,2.3,0.086,36.0,100.0,0.9987,3.29,0.54,9.8,6
2018,8.9,0.43,0.32,2.3,0.072,32.0,48.0,0.99408,3.38,0.72,11.2,6
2019,7.1,0.49,0.2,3.4,0.068,11.0,24.0,0.9973,3.42,0.62,9.4,5
2020,6.4,0.46,0.2,2.1,0.076,16.0,40.0,0.99647,3.57,0.57,10.5,6
2021,8.9,0.39,0.48,2.3,0.093,6.0,12.0,0.99408,3.34,0.56,11.0,6
2022,6.6,0.64,0.21,2.3,0.08,30.0,77.0,0.99534,3.38,0.52,11.0,6
2023,10.8,0.46,0.14,1.8,0.049,36.0,52.0,0.99538,3.14,0.59,10.9,6
2024,7.6,0.78,0.32,1.9,0.0819999999999999,16.0,86.0,0.99748,3.31,0.52,10.0,5
2025,7.2,0.43,0.27,2.7,0.063,23.0,116.0,0.9982,3.46,0.57,9.5,4
2026,7.0,0.43,0.4,1.9,0.073,16.0,62.0,0.99668,3.48,0.66,9.4,6
2027,7.7,0.4,0.16,2.7,0.06,20.0,49.0,0.9959,3.21,0.59,9.7,6
2028,7.3,0.52,0.25,1.9,0.074,16.0,49.0,0.9962,3.38,0.46,9.5,5
2029,7.9,0.46,0.24,2.0,0.093,41.0,110.0,0.9974,3.21,0.62,9.2,5
2030,6.7,0.53,0.21,2.3,0.062,19.0,50.0,0.99489,3.36,0.62,10.0,6
2031,8.8,0.48,0.3,3.2,0.09,25.0,105.0,0.998,3.31,0.53,9.4,5
2032,11.2,0.35,0.48,3.1,0.086,26.0,63.0,1.0003,3.23,0.8,11.5,6
2033,7.1,0.69,0.0,2.8,0.102,4.0,10.0,0.99672,3.46,0.74,11.8,7
2034,8.6,0.31,0.38,2.2,0.062,26.0,85.0,0.99577,3.17,0.46,10.0,5
2035,6.7,0.46,0.19,2.4,0.067,14.0,35.0,0.9947,3.59,0.6,11.2,6
2036,11.9,0.69,0.49,2.6,0.095,24.0,58.0,0.9994,3.3,0.53,10.5,6
2037,5.6,0.54,0.19,1.9,0.062,30.0,69.0,0.99344,3.56,0.61,10.3,5
2038,10.4,0.32,0.43,2.4,0.061,25.0,42.0,0.9984,3.08,0.81,10.0,6
2039,11.5,0.24,0.47,2.6,0.075,6.0,15.0,0.9985,3.07,0.82,10.1,7
2040,8.7,0.35,0.6,2.6,0.066,24.0,42.0,0.9973,3.27,0.51,11.1,5
2041,7.3,0.6,0.0,2.2,0.118,5.0,11.0,0.99636,3.38,0.62,9.95,6
2042,7.7,0.28,0.28,2.0,0.071,13.0,30.0,0.99064,3.26,0.72,10.1,7
2043,7.7,0.63,0.27,1.8,0.0969999999999999,20.0,84.0,0.99586,3.16,0.49,9.5,5
2044,8.2,0.29,0.42,4.3,0.085,6.0,12.0,0.99627,3.3,0.62,12.1,6
2045,7.0,0.38,0.33,2.2,0.0819999999999999,18.0,86.0,0.99768,3.47,0.65,9.3,6
2046,8.0,0.87,0.29,2.6,0.084,12.0,44.0,0.9979,3.3,0.49,9.2,5
2047,6.6,0.63,0.27,2.0,0.0969999999999999,22.0,71.0,0.99852,3.47,0.63,9.4,5
2048,11.9,0.28,0.49,4.2,0.098,9.0,17.0,1.0014,3.12,0.64,10.2,6
2049,8.4,0.34,0.24,1.9,0.076,16.0,36.0,0.9956,3.2,0.87,10.1,7
2050,11.9,0.38,0.49,2.3,0.081,24.0,42.0,0.9994,3.15,0.59,11.5,6
2051,6.6,0.31,0.13,2.0,0.0559999999999999,29.0,42.0,0.99388,3.52,0.87,12.0,7
2052,9.7,0.59,0.21,1.8,0.079,27.0,65.0,0.99745,3.14,0.58,9.4,5
2053,7.7,0.43,0.42,1.7,0.071,19.0,37.0,0.99258,3.32,0.77,12.5,8
2054,9.1,0.5,0.0,1.75,0.0579999999999999,5.0,13.0,0.9967,3.22,0.42,9.5,5
2055,6.2,0.31,0.18,2.3,0.059,12.0,28.0,0.9952,3.56,0.88,11.4,7
